21.034490, 105.829812	tong-hop-quan-banh-cuon-nong-ngon-nhat-ha-noi								tong-hop-quan-banh-cuon-nong-ngon-nhat-ha-noi,21.034490, 105.829812													
21.016625, 105.852930	long-tran-chao-58l-ngo-thi-nham-hai-ba-trung								long-tran-chao-58l-ngo-thi-nham-hai-ba-trung,21.016625, 105.852930													
0.000000, 0.000000	nghien-che-ba-ca-chi-sau-mot-lan-an-ke								nghien-che-ba-ca-chi-sau-mot-lan-an-ke,0.000000, 0.000000													
0.000000, 0.000000	pho-tron-com-nguoi-tuoi-tho-du-doi								pho-tron-com-nguoi-tuoi-tho-du-doi,0.000000, 0.000000													
21.033362, 105.852125	goc-review-best-co-tam-che-ha-noi								goc-review-best-co-tam-che-ha-noi,21.033362, 105.852125													
20.998749, 105.854448	bun-cha-nuong-107-pho-hong-mai								bun-cha-nuong-107-pho-hong-mai,20.998749, 105.854448													
21.001025, 105.859054	ngon-kinh-di-banh-goi-banh-tom-104c8-quynh-mai								ngon-kinh-di-banh-goi-banh-tom-104c8-quynh-mai,21.001025, 105.859054													
21.003097, 105.851628	pho-vit-quay-ngoc-phat-319-thanh-nhan-bach-mai-ha-noi								pho-vit-quay-ngoc-phat-319-thanh-nhan-bach-mai-ha-noi,21.003097, 105.851628													
21.034134, 105.856197	pho-277-phuc-tan-hoan-kiem-ha-noi								pho-277-phuc-tan-hoan-kiem-ha-noi,21.034134, 105.856197													
21.000651, 105.816009	review-ga-ran-gaxeo-sanh-tang-1-mat-dat-royal-city								review-ga-ran-gaxeo-sanh-tang-1-mat-dat-royal-city,21.000651, 105.816009													
20.998932, 105.853180	oc-mut-duc-diep-doi-dien-ngo-156-hong-mai								oc-mut-duc-diep-doi-dien-ngo-156-hong-mai,20.998932, 105.853180													
21.000434, 105.856507	banh-ga-269-ngo-quynh								banh-ga-269-ngo-quynh,21.000434, 105.856507													
21.012186, 105.825508	bun-oc-nguoi-o-ngo-136-tay-son								bun-oc-nguoi-o-ngo-136-tay-son,21.012186, 105.825508													
21.029748, 105.849192	pho-ga-tron-39b-ly-quoc-su-hoan-kiem-ha-noi								pho-ga-tron-39b-ly-quoc-su-hoan-kiem-ha-noi,21.029748, 105.849192													
21.034183, 105.847985	chao-long-88-thuoc-bac-hang-bo-hoan-kiem								chao-long-88-thuoc-bac-hang-bo-hoan-kiem,21.034183, 105.847985													
21.037742, 105.847941	review-bun-rieu-co-hoan-16-hang-luoc								review-bun-rieu-co-hoan-16-hang-luoc,21.037742, 105.847941													
21.028684, 105.852377	banh-roti-bo-ho-thom-ngon-khong-tuong								banh-roti-bo-ho-thom-ngon-khong-tuong,21.028684, 105.852377													
21.015152, 105.849045	hu-tieu-nam-vang-minh-chau-67-tue-tinh-q-hai-ba-trung-ha-noi								hu-tieu-nam-vang-minh-chau-67-tue-tinh-q-hai-ba-trung-ha-noi,21.015152, 105.849045													
