56;,;"""that-vong-chat-luong-banh-kem-mesa-bakery-pho-hue""";that-vong-chat-luong-banh-kem-mesa-bakery-pho-hue;;;;;;;;;57;,;21.04056554002794, 105.84982444020561;tong-hop-nhung-dia-diem-an-banh-xeo-tai-ha-noi-part-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;,;"""tong-hop-nhung-dia-diem-an-banh-xeo-tai-ha-noi-part-2""";tong-hop-nhung-dia-diem-an-banh-xeo-tai-ha-noi-part-2;;;;;;;;;58;,;21.00881408601384, 105.80231245554802;bay-buffet-167-hoang-ngan-trai-nghiem-kinh-hoang-voi-fan-cuong-hai-san;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;,;"""bay-buffet-167-hoang-ngan-trai-nghiem-kinh-hoang-voi-fan-cuong-hai-san""";bay-buffet-167-hoang-ngan-trai-nghiem-kinh-hoang-voi-fan-cuong-hai-san;;;;;;;;;59;,;20.975622593240658, 105.77580952486237;artemis-20-ngo-quyen-co-phai-lua-chon-sang-suot-cho-fan-banh-ngot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;,;"""artemis-20-ngo-quyen-co-phai-lua-chon-sang-suot-cho-fan-banh-ngot""";artemis-20-ngo-quyen-co-phai-lua-chon-sang-suot-cho-fan-banh-ngot;;;;;;;;;60;,;21.024329586005504, 105.8458424402055;vi-lai-quan-do-an-khong-tho-mong-nhu-khong-gian-tien-canh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;,;"""vi-lai-quan-do-an-khong-tho-mong-nhu-khong-gian-tien-canh""";vi-lai-quan-do-an-khong-tho-mong-nhu-khong-gian-tien-canh;;;;;;;;;61;,;21.018610015973525, 105.79296316904104;goc-phi-mom-com-tam-cay-dua-104-trung-kinh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;,;"""goc-phi-mom-com-tam-cay-dua-104-trung-kinh""";goc-phi-mom-com-tam-cay-dua-104-trung-kinh;;;;;;;;;62;,;21.022994600693856, 105.80118694020541;goc-che-bo-ne-ong-hai-181-chua-lang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;,;"""goc-che-bo-ne-ong-hai-181-chua-lang""";goc-che-bo-ne-ong-hai-181-chua-lang;;;;;;;;no loc;63;,;0.000000, 0.000000;mien-chua-cay-trung-khanh-co-thuc-su-ngon-nhu-loi-don;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;,;"""mien-chua-cay-trung-khanh-co-thuc-su-ngon-nhu-loi-don""";mien-chua-cay-trung-khanh-co-thuc-su-ngon-nhu-loi-don;;;;;;;;;64;,;20.97377601804326, 105.78634900951957;chim-quay-sieu-ngon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;,;"""chim-quay-sieu-ngon""";chim-quay-sieu-ngon;;;;;;;;;65;,;21.030644528524974, 105.81842319787687;kem-xoi-gia-truyen-ha-noi-289-kim-ma-ba-dinh-ha-noi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;,;"""kem-xoi-gia-truyen-ha-noi-289-kim-ma-ba-dinh-ha-noi""";kem-xoi-gia-truyen-ha-noi-289-kim-ma-ba-dinh-ha-noi;;;;;;;;;66;,;21.030746756842618, 105.84669741136989;cafe-nghia-17-hang-da-hang-bong-hoan-kiem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;,;"""cafe-nghia-17-hang-da-hang-bong-hoan-kiem""";cafe-nghia-17-hang-da-hang-bong-hoan-kiem;;;;;;;;no text;67;,;;them-mot-vai-dia-diem-hap-dan-cho-tin-do-nha-oc-part-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;,;"""them-mot-vai-dia-diem-hap-dan-cho-tin-do-nha-oc-part-1""";them-mot-vai-dia-diem-hap-dan-cho-tin-do-nha-oc-part-1;;;;;;;;no loc;68;,;0.000000, 0.000000;choco-pie-vi-tra-xanh-va-vi-chuoi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;,;"""choco-pie-vi-tra-xanh-va-vi-chuoi""";choco-pie-vi-tra-xanh-va-vi-chuoi;;;;;;;;;69;,;21.018661400987313, 105.79267345554807;banh-tart-trung-ngon-nhu-kfc-ma-gia-bang-1-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
